-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 12/31/2024 in LST
Location: latitude  -9.505   longitude -77.49 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3947.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W m-2) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (W m-2) 
CLOUD_AMT             CERES SYN1deg Cloud Amount (%) 
QV2M                  MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,WS2M,ALLSKY_SFC_LW_DWN,T2M_MAX,CLRSKY_SFC_SW_DWN,CLOUD_AMT,QV2M,RH2M,T2M_MIN,T2MDEW,TS,T2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR
2011,12,8,1.08,302.85,12.79,347.26,85.97,6.69,67.47,2.42,1.38,10.32,7.37,183.5,0.01
2011,12,9,1.57,314.71,15.13,336.93,88.98,7.16,68.67,3.59,2.36,11.48,8.45,156.37,0.0
2011,12,10,1.66,311.92,12.88,340.15,74.63,7.01,72.24,3.09,2.07,9.86,7.07,165.47,0.0
2011,12,11,1.88,309.66,15.13,325.47,88.42,6.53,68.18,2.59,1.0,10.63,7.06,178.5,0.0
2011,12,12,2.03,314.04,15.23,335.29,87.67,6.78,68.02,2.34,1.55,10.76,7.6,165.61,2.04
2011,12,13,2.22,307.35,15.73,330.75,89.94,6.41,62.45,2.09,0.8,11.34,8.19,147.85,0.78
2011,12,14,1.72,310.41,16.62,336.02,83.57,6.62,64.17,3.87,1.19,11.26,8.35,199.39,2.09
2011,12,15,1.74,304.1,14.57,335.44,95.87,6.9,68.74,2.3,1.76,9.84,7.68,154.63,3.54
2011,12,16,2.07,313.14,14.83,339.09,98.26,6.86,69.14,2.12,1.75,10.03,7.57,136.24,0.28
2011,12,17,1.99,306.05,14.1,344.5,91.01,6.71,66.37,2.54,1.45,9.8,7.89,183.27,0.0
2011,12,18,1.93,290.22,17.66,336.81,54.53,6.38,61.76,2.72,0.62,11.31,8.53,224.99,0.17
2011,12,19,1.75,298.84,18.62,340.38,74.82,6.3,61.81,2.4,0.4,12.25,8.88,229.55,0.16
2011,12,20,1.96,314.63,15.44,334.25,93.47,6.42,67.04,2.0,0.78,10.33,7.0,158.43,0.36
2011,12,21,1.72,301.93,17.4,346.45,63.54,6.8,64.13,2.98,1.62,12.26,8.89,194.82,0.05
2011,12,22,1.66,312.31,15.57,339.96,88.67,6.48,67.66,2.74,0.95,10.9,7.3,175.8,0.0
2011,12,23,1.63,304.47,11.26,330.67,71.16,5.96,65.26,2.12,-0.17,8.59,6.12,177.97,0.0
2011,12,24,2.02,291.37,17.05,351.36,56.19,6.19,64.69,1.17,0.32,11.57,7.91,250.92,0.29
2011,12,25,2.07,317.91,15.25,344.2,94.39,6.28,65.07,2.01,0.54,11.08,7.33,144.23,1.18
2011,12,26,1.67,307.01,14.76,338.89,90.1,6.56,64.01,2.39,1.16,11.1,8.17,193.57,0.05
2011,12,27,1.55,302.04,16.38,319.74,62.01,6.65,61.71,3.26,1.37,12.5,9.1,203.92,0.0
2011,12,28,1.7,307.71,18.6,332.86,73.36,6.41,61.33,1.29,0.78,12.97,9.29,196.13,0.09
2011,12,29,1.59,309.98,17.84,336.57,85.28,6.51,61.55,4.37,0.96,12.8,9.13,205.17,0.01
2011,12,30,2.1,313.02,15.01,343.8,82.48,6.94,64.53,3.34,1.9,11.76,8.73,155.37,0.74
2011,12,31,1.81,306.67,17.02,347.87,69.58,7.59,65.8,5.01,3.18,12.82,10.13,190.57,0.02
2012,1,1,1.88,309.74,18.39,353.56,59.43,6.99,66.37,3.29,1.98,12.16,8.97,218.97,0.21
2012,1,2,2.24,302.26,15.89,353.52,77.81,6.6,65.1,2.47,1.21,11.65,8.04,213.27,0.02
2012,1,3,1.63,297.14,12.74,350.16,85.94,6.83,67.85,3.78,1.71,10.24,7.57,213.49,3.98
2012,1,4,1.75,295.14,14.97,350.25,54.68,6.67,68.46,1.79,1.28,10.89,7.24,238.89,1.16
2012,1,5,1.93,316.79,15.63,350.97,88.18,6.96,73.11,2.53,1.98,10.99,7.23,146.64,0.98
2012,1,6,2.11,302.65,16.25,350.07,86.41,6.58,68.46,1.93,1.11,11.07,7.41,175.69,0.02
2012,1,7,1.79,306.39,14.82,341.43,95.31,6.22,67.58,2.03,0.33,9.87,6.53,149.53,0.47
2012,1,8,1.81,308.64,15.84,339.59,87.73,6.21,64.18,1.78,0.33,10.07,7.19,205.84,0.06
2012,1,9,2.13,294.51,17.35,332.16,56.12,6.14,59.79,2.33,0.16,11.31,8.61,219.16,0.0
2012,1,10,2.52,297.18,19.59,346.57,52.45,4.53,42.36,2.74,-4.58,12.33,10.27,241.16,0.0
2012,1,11,1.78,299.65,18.85,351.75,54.85,7.33,65.29,4.05,2.66,12.76,9.78,229.34,0.0
2012,1,12,1.81,311.35,19.4,340.09,62.95,6.69,58.76,1.75,1.32,13.24,9.94,221.44,1.06
2012,1,13,1.87,311.81,17.57,341.39,67.86,7.33,65.51,3.56,2.68,13.5,9.62,205.82,0.89
2012,1,14,2.0,317.31,12.78,341.9,86.68,6.63,72.79,2.26,1.31,9.06,6.23,194.54,0.97
2012,1,15,1.98,301.6,14.31,339.84,83.6,6.57,65.96,1.99,1.19,10.32,7.72,188.82,0.48
2012,1,16,1.19,301.26,17.56,350.69,59.93,7.14,65.92,3.84,2.25,12.82,9.38,196.41,0.31
2012,1,17,1.17,301.19,16.28,337.85,68.4,7.22,67.51,4.27,2.46,12.5,9.0,196.66,0.16
2012,1,18,1.75,306.01,16.99,342.99,78.79,6.81,68.73,2.61,1.61,11.64,7.95,203.12,0.13
2012,1,19,2.35,304.78,15.69,345.31,66.54,6.51,68.18,2.21,1.0,10.76,7.09,187.95,0.03
2012,1,20,1.71,298.01,11.78,343.14,75.54,6.35,73.02,2.14,0.66,8.32,5.41,211.18,0.0
2012,1,21,1.98,306.31,15.52,345.35,70.31,6.58,68.24,0.83,1.1,10.56,7.21,193.45,0.16
2012,1,22,2.09,293.67,16.57,351.91,58.56,6.68,68.83,2.19,1.37,11.53,7.58,242.76,0.15
2012,1,23,2.15,292.91,13.87,356.35,62.8,6.41,68.82,2.36,0.77,9.63,6.46,237.47,0.16
2012,1,24,1.78,304.98,17.04,352.1,74.72,5.94,60.94,1.67,-0.34,11.7,7.73,222.92,0.01
2012,1,25,2.02,295.12,15.32,345.22,77.86,6.39,68.66,1.86,0.72,10.56,6.8,206.27,0.27
2012,1,26,2.3,302.06,16.24,344.89,81.26,6.6,69.89,2.43,1.2,10.7,7.01,238.73,0.03
2012,1,27,2.1,305.23,16.79,351.3,93.94,6.93,69.64,2.57,1.89,11.32,7.85,130.84,0.92
2012,1,28,1.87,304.04,15.41,349.46,71.62,7.31,71.9,3.15,2.63,10.55,7.91,197.35,3.75
2012,1,29,1.71,308.73,15.95,346.79,80.28,7.19,74.39,3.17,2.42,10.08,7.37,190.32,0.25
2012,1,30,1.96,311.32,15.75,345.16,75.48,6.81,71.1,2.18,1.6,10.28,7.08,179.6,0.14
2012,1,31,1.75,305.22,16.75,344.49,73.37,7.14,70.42,1.35,2.23,10.91,8.03,190.31,0.33
2012,2,1,1.63,312.35,17.59,344.09,84.81,7.87,71.18,3.44,3.65,13.13,9.55,146.71,0.55
2012,2,2,1.69,311.15,18.02,331.58,75.51,8.31,71.27,5.04,4.43,13.76,10.31,193.14,3.33
2012,2,3,1.68,305.62,17.07,324.77,67.93,8.04,72.34,4.01,3.96,12.23,9.44,186.06,0.86
2012,2,4,1.53,307.29,17.32,316.65,59.55,7.82,72.0,3.53,3.56,12.32,9.21,203.89,0.16
2012,2,5,1.86,308.29,16.5,300.97,69.11,7.45,68.28,2.81,2.86,12.55,8.98,168.61,0.33
2012,2,6,1.44,320.11,16.22,309.35,83.55,7.54,72.27,3.77,3.1,11.28,8.33,152.97,2.38
2012,2,7,1.37,305.24,13.24,313.62,96.32,7.06,71.8,3.98,2.17,10.06,7.24,127.5,0.16
2012,2,8,1.98,312.49,15.25,334.61,92.46,6.93,72.79,2.5,1.91,9.76,6.99,163.6,0.42
2012,2,9,1.87,314.42,16.38,346.63,87.12,6.46,71.32,1.84,0.89,9.87,6.38,169.74,0.03
2012,2,10,1.55,304.79,14.37,343.43,98.1,6.61,71.8,2.11,1.23,9.23,6.34,140.63,0.0
2012,2,11,2.32,303.11,14.47,343.22,96.19,6.74,72.31,1.78,1.44,9.44,6.55,146.7,0.1
2012,2,12,2.76,285.77,16.21,344.92,57.07,6.43,68.93,0.7,0.84,10.46,7.22,215.8,0.04
2012,2,13,2.6,286.15,17.38,337.77,68.49,6.02,61.97,0.96,-0.22,11.02,7.98,213.45,0.03
2012,2,14,2.26,283.59,15.09,337.25,79.63,6.48,67.83,2.57,0.9,10.33,7.34,216.27,0.0
2012,2,15,2.37,278.01,16.98,345.66,59.3,6.24,65.84,1.09,0.12,10.8,7.92,259.89,0.54
2012,2,16,3.1,285.74,15.74,354.07,85.35,6.61,66.51,2.97,1.11,11.28,8.18,222.07,2.39
2012,2,17,2.9,281.29,17.69,363.04,71.32,6.43,64.21,2.1,0.56,12.48,8.75,258.18,0.51
2012,2,18,2.22,307.88,15.5,356.26,84.2,6.37,68.83,1.66,0.59,10.06,6.89,165.43,0.07
2012,2,19,1.55,297.94,12.59,359.6,66.59,6.73,73.76,2.08,1.47,9.67,6.27,190.74,0.32
2012,2,20,2.16,310.88,15.86,342.09,75.87,6.92,70.22,2.68,1.87,11.23,7.83,189.57,0.01
2012,2,21,2.22,293.93,17.66,347.12,63.12,5.99,62.17,1.73,-0.23,11.2,7.76,205.26,0.0
2012,2,22,1.69,307.69,15.61,329.95,84.67,5.77,62.65,2.19,-0.83,9.91,6.59,164.52,0.39
2012,2,23,1.5,297.86,13.7,330.77,74.63,6.76,72.02,1.83,1.52,9.11,6.64,198.91,0.03
2012,2,24,1.52,303.0,15.2,338.79,80.47,7.19,71.24,3.5,2.41,10.42,7.99,197.47,0.0
2012,2,25,1.66,309.25,15.9,345.6,85.93,6.75,71.24,2.54,1.51,9.7,7.06,179.0,0.0
2012,2,26,1.72,300.73,16.07,339.93,83.33,6.26,65.86,2.22,0.41,10.64,7.03,168.13,0.0
2012,2,27,2.48,305.09,15.34,344.68,92.04,6.62,69.68,1.79,1.25,10.39,7.09,163.48,0.0
2012,2,28,2.18,293.76,16.64,345.73,71.16,6.29,64.14,2.34,0.5,11.04,7.77,212.59,0.27
2012,2,29,1.89,299.09,17.91,335.52,68.08,5.65,55.6,1.26,-1.12,11.24,8.48,212.59,0.03
2012,3,1,1.61,309.32,17.96,343.03,85.37,7.01,65.45,2.99,2.0,12.43,9.23,194.39,1.44
2012,3,2,1.32,299.28,15.19,328.99,56.73,7.12,68.93,2.77,2.28,11.02,8.33,214.18,0.54
2012,3,3,1.13,299.6,15.63,325.01,70.9,6.74,63.46,2.82,1.54,11.58,8.67,213.43,0.0
2012,3,4,1.14,311.0,15.16,335.25,84.11,6.83,65.77,2.53,1.64,11.57,8.25,177.49,0.19
2012,3,5,1.64,308.95,16.09,332.63,76.35,6.98,70.75,2.65,2.0,10.97,7.81,174.93,0.01
2012,3,6,2.2,302.28,15.11,329.45,64.56,6.62,68.43,1.72,1.21,10.46,7.16,174.3,0.34
2012,3,7,1.91,315.77,16.53,333.83,82.4,6.89,65.81,2.42,1.76,11.78,8.54,196.9,0.32
2012,3,8,1.42,307.94,16.91,323.79,77.94,6.89,65.25,2.67,1.8,12.31,8.88,196.28,0.44
2012,3,9,1.61,302.39,18.07,336.57,59.17,6.68,64.25,2.26,1.37,12.5,8.74,215.7,0.21
2012,3,10,1.79,305.43,18.42,343.36,77.57,6.37,63.76,2.43,0.64,12.59,8.45,199.03,0.01
2012,3,11,1.64,304.04,15.79,334.97,64.67,6.55,64.37,2.14,1.07,11.73,8.23,193.56,0.03
2012,3,12,1.66,305.55,16.22,331.61,58.22,6.77,68.72,1.72,1.56,11.33,7.86,205.01,0.01
2012,3,13,2.12,302.51,17.34,334.2,67.06,6.65,62.42,2.53,1.25,12.87,9.01,187.91,0.0
2012,3,14,1.27,300.48,18.41,341.37,48.94,7.2,61.96,5.24,2.38,13.81,10.36,229.91,0.0
2012,3,15,1.08,301.95,15.74,335.55,63.29,7.31,65.68,4.87,2.65,11.77,9.47,212.34,0.32
2012,3,16,0.91,310.93,16.35,323.73,70.52,6.84,63.41,3.05,1.73,12.54,9.08,176.62,0.11
2012,3,17,1.06,307.6,16.9,329.41,64.97,7.17,66.7,2.65,2.34,12.45,9.11,190.45,0.44
2012,3,18,1.21,305.63,19.0,329.11,59.93,7.5,67.61,3.66,2.91,13.58,9.94,199.3,0.34
2012,3,19,1.47,297.45,17.25,332.08,50.51,7.09,65.29,2.94,2.15,12.77,9.33,220.86,0.03
2012,3,20,1.27,297.17,17.59,333.76,72.26,6.57,59.34,4.44,1.06,13.33,9.78,209.59,0.46
2012,3,21,1.29,300.12,17.53,314.42,82.13,6.1,54.89,3.86,0.05,13.73,9.8,212.69,0.38
2012,3,22,1.19,291.99,17.47,323.45,72.7,6.33,57.23,3.32,0.56,13.26,9.6,206.65,4.92
2012,3,23,0.65,298.09,17.89,329.75,83.11,6.62,59.56,4.02,1.17,13.29,9.69,195.62,0.27
2012,3,24,1.13,292.48,15.78,325.37,96.56,7.36,70.79,4.8,2.72,11.49,8.44,210.5,0.0
2012,3,25,1.72,304.76,13.94,324.8,96.17,6.84,71.89,2.21,1.71,9.11,6.74,153.2,1.7
2012,3,26,1.46,311.35,16.24,314.12,69.97,7.15,69.88,3.47,2.35,10.77,8.24,150.24,0.06
2012,3,27,1.4,311.43,15.85,318.6,70.74,7.19,69.35,3.25,2.43,11.18,8.33,172.72,0.03
2012,3,28,1.07,311.65,14.16,321.27,94.13,7.04,68.2,3.79,2.15,10.51,8.16,145.12,0.5
2012,3,29,1.23,302.69,16.7,317.59,76.66,6.99,66.94,2.73,2.02,11.13,8.57,187.01,0.01
2012,3,30,1.67,292.38,17.52,318.46,41.59,6.64,63.28,1.51,1.32,12.14,9.17,232.05,0.0
2012,3,31,1.29,286.3,16.67,326.58,36.52,6.59,62.08,2.7,1.23,11.87,9.08,237.66,0.0
2012,4,1,1.12,296.53,16.72,323.74,49.08,6.79,63.67,2.75,1.63,12.04,9.0,175.85,0.01
2012,4,2,1.29,313.39,16.97,301.53,70.09,6.9,64.86,2.36,1.82,11.97,9.09,190.86,0.08
2012,4,3,1.31,303.59,17.67,313.87,71.73,7.15,66.89,1.51,2.32,12.41,9.2,193.17,0.0
2012,4,4,1.94,310.11,14.39,313.16,75.17,7.25,72.78,2.54,2.53,10.08,7.51,187.98,0.09
2012,4,5,1.48,306.84,12.19,310.97,84.78,6.77,69.0,2.33,1.59,9.54,7.32,163.51,2.22
2012,4,6,1.17,305.09,15.89,307.85,76.75,7.38,73.1,2.41,2.83,10.39,8.09,183.08,0.04
2012,4,7,1.73,298.33,15.37,313.83,75.41,6.74,72.25,2.4,1.47,9.53,6.65,185.04,0.54
2012,4,8,1.64,310.22,13.16,314.33,94.07,6.79,71.19,2.73,1.58,8.83,6.73,172.07,0.11
2012,4,9,1.55,302.0,15.31,300.54,88.28,6.6,70.78,2.08,1.13,9.21,6.59,174.23,3.15
2012,4,10,1.78,305.89,15.12,310.21,93.81,7.09,75.8,1.47,2.13,9.25,6.69,162.94,3.18
2012,4,11,2.15,303.9,15.46,311.13,75.55,7.61,76.08,3.56,3.23,10.36,7.83,175.33,0.56
2012,4,12,1.73,306.7,15.4,292.17,85.79,7.5,74.74,3.88,3.04,10.51,7.9,177.02,2.04
2012,4,13,1.51,314.8,16.19,270.59,81.12,6.79,67.88,2.86,1.6,10.97,8.02,167.62,0.3
2012,4,14,1.19,303.15,12.49,296.99,88.82,6.95,69.0,3.79,1.97,9.87,7.65,171.76,0.1
2012,4,15,1.67,305.95,14.61,292.98,73.27,7.01,72.36,3.13,2.08,9.5,7.25,187.41,0.01
2012,4,16,1.7,306.62,15.06,302.66,88.64,6.3,65.36,2.62,0.58,9.53,7.27,157.94,0.28
2012,4,17,1.29,314.12,14.05,288.26,92.31,6.08,62.01,2.55,0.07,9.05,7.34,147.41,0.05
2012,4,18,1.51,302.4,16.7,297.61,63.84,6.72,66.17,1.81,1.35,10.47,7.99,192.73,0.42
2012,4,19,1.4,300.52,16.1,302.08,69.15,6.82,67.97,2.16,1.68,10.73,8.0,181.56,0.36
2012,4,20,1.1,300.41,15.94,298.28,65.15,6.87,68.58,1.33,1.77,10.56,7.97,188.29,0.49
2012,4,21,0.97,285.25,16.37,302.22,50.93,6.8,64.84,2.84,1.65,11.58,8.86,210.85,0.07
2012,4,22,1.15,306.31,13.7,291.83,75.57,6.15,64.35,1.0,0.26,9.47,7.24,181.8,0.73
2012,4,23,1.29,298.04,14.87,295.91,71.59,6.75,66.32,2.86,1.53,10.55,7.96,171.17,0.44
2012,4,24,1.52,299.39,15.73,288.25,54.07,7.09,67.89,2.96,2.21,10.87,8.42,185.03,0.04
2012,4,25,1.75,311.66,16.18,285.47,82.62,6.59,64.26,2.93,1.21,10.77,8.1,173.42,0.05
2012,4,26,1.78,301.61,17.71,285.58,59.39,6.33,58.68,3.41,0.62,11.52,9.14,210.63,0.0
2012,4,27,1.69,285.72,18.56,296.01,50.18,5.86,57.15,2.08,-0.48,10.87,8.69,213.07,0.5
2012,4,28,1.61,275.67,19.3,294.19,39.64,5.91,54.28,1.51,-0.46,11.1,9.53,245.98,0.05
2012,4,29,1.78,301.2,16.29,292.32,57.71,6.83,64.97,3.1,1.7,11.45,8.73,206.73,0.03
2012,4,30,1.18,299.79,17.02,285.57,63.85,6.73,63.87,2.12,1.49,11.41,8.91,194.28,0.4
2012,5,1,1.1,311.79,14.78,285.75,90.52,7.0,68.69,3.67,2.09,10.21,8.02,148.31,2.58
2012,5,2,1.26,299.29,16.61,287.97,63.36,6.63,66.63,2.0,1.31,10.38,7.96,178.74,0.16
2012,5,3,1.25,285.92,18.05,294.59,45.56,6.22,61.32,0.28,0.35,11.54,8.73,224.4,0.0
2012,5,4,1.14,277.18,17.95,294.12,37.76,5.95,58.5,0.95,-0.31,11.81,9.01,227.09,0.0
2012,5,5,0.96,269.32,17.9,291.46,31.44,5.42,55.18,0.45,-1.72,11.57,8.74,239.49,0.0
2012,5,6,1.32,261.2,17.64,292.68,28.92,5.79,59.41,1.21,-0.7,11.46,8.65,248.92,0.0
2012,5,7,1.31,251.11,18.31,290.88,16.26,5.4,57.89,-1.1,-1.68,11.1,8.21,265.29,0.0
2012,5,8,1.5,261.94,17.93,288.48,23.64,5.91,60.13,0.96,-0.37,11.37,8.67,260.18,0.0
2012,5,9,1.31,255.11,18.38,290.84,24.99,5.98,59.25,1.07,-0.31,11.61,9.08,260.91,0.0
2012,5,10,1.39,273.68,18.63,276.29,40.44,6.09,58.09,1.71,-0.09,11.91,9.73,212.86,0.0
2012,5,11,1.44,278.67,18.89,276.59,28.37,6.33,60.17,1.26,0.51,11.92,9.7,216.59,0.0
2012,5,12,1.57,273.13,18.48,275.28,31.75,6.62,62.34,1.37,1.16,11.84,9.51,230.03,0.04
2012,5,13,1.64,290.3,18.16,277.01,50.27,6.26,60.81,2.8,0.42,11.03,8.99,211.41,0.0
2012,5,14,1.67,281.32,16.37,279.64,38.42,6.51,62.73,1.9,1.0,10.84,8.54,246.85,0.0
2012,5,15,1.12,296.67,18.66,273.94,52.94,6.38,58.8,3.36,0.56,12.59,10.02,213.21,0.0
2012,5,16,1.5,299.78,17.95,274.74,59.53,6.84,66.14,2.04,1.69,11.44,8.85,178.69,0.0
2012,5,17,1.45,302.59,17.43,272.82,59.64,6.7,61.77,3.71,1.38,12.08,9.59,205.45,0.11
2012,5,18,1.62,292.84,17.3,270.85,63.71,6.03,56.85,3.31,-0.1,11.64,9.28,185.67,0.02
2012,5,19,1.85,296.54,15.14,266.91,67.1,5.87,60.74,2.2,-0.37,9.54,7.27,182.23,0.21
2012,5,20,1.23,306.4,16.3,261.16,77.29,6.27,61.7,1.88,0.5,10.68,8.33,182.34,0.05
2012,5,21,1.31,313.13,17.7,269.56,79.71,6.97,66.0,3.22,1.97,11.84,9.0,139.94,0.01
2012,5,22,1.25,308.8,15.49,260.31,84.92,7.11,68.47,4.25,2.3,10.34,8.41,156.79,0.1
2012,5,23,1.63,296.88,15.94,252.49,66.74,6.91,66.49,3.82,1.88,10.81,8.48,157.5,0.01
2012,5,24,1.35,304.73,17.21,265.45,72.52,7.16,66.34,4.05,2.35,11.21,9.35,187.73,0.1
2012,5,25,1.14,283.07,15.26,269.87,43.94,6.16,62.41,1.64,0.26,10.38,8.07,193.8,0.19
2012,5,26,1.19,259.11,16.27,274.89,24.9,6.62,65.15,2.62,1.22,10.49,8.58,254.91,0.01
2012,5,27,1.95,242.24,17.35,272.43,11.22,5.21,59.37,0.2,-2.41,10.29,7.7,259.09,0.02
2012,5,28,3.25,240.34,16.59,275.25,12.4,4.95,58.08,-0.93,-2.78,9.05,6.82,262.7,0.0
2012,5,29,3.23,231.73,16.85,279.43,10.13,4.1,52.33,-1.72,-5.45,8.62,6.42,272.0,0.0
2012,5,30,1.52,239.04,18.38,277.88,10.85,4.22,51.58,-2.46,-5.07,9.64,7.33,268.71,0.0
2012,5,31,1.61,257.88,17.89,275.35,19.41,5.6,60.31,-0.5,-1.12,10.05,8.08,248.46,0.29
2012,6,1,1.51,272.84,17.23,269.47,30.32,5.88,61.33,0.25,-0.39,10.53,8.05,206.46,0.04
2012,6,2,1.29,270.02,17.7,262.26,20.29,5.98,60.13,0.57,-0.15,10.96,8.67,230.43,0.0
2012,6,3,1.34,261.97,16.92,268.98,22.79,6.33,60.07,3.87,0.69,10.86,8.9,234.69,0.0
2012,6,4,1.61,271.55,17.61,269.63,35.36,4.94,50.94,0.4,-2.91,9.48,8.51,229.56,0.0
2012,6,5,1.48,273.47,17.46,267.3,36.24,5.52,55.23,0.84,-1.38,9.73,8.71,221.16,0.0
2012,6,6,1.78,264.69,16.27,270.15,25.75,5.92,63.1,-0.12,-0.34,9.52,7.68,238.84,0.3
2012,6,7,2.0,273.75,16.75,267.83,33.11,6.68,67.65,1.94,1.41,10.15,8.23,226.32,0.22
2012,6,8,1.77,276.16,16.75,264.4,32.26,6.23,66.2,0.62,0.35,9.78,7.78,215.1,3.45
2012,6,9,1.73,284.63,16.6,261.85,37.92,5.8,61.58,1.19,-0.61,10.26,7.81,206.01,0.45
2012,6,10,1.58,251.43,16.56,270.92,19.82,4.5,54.05,-0.85,-4.03,9.36,6.8,240.91,0.0
2012,6,11,1.94,249.46,16.02,267.26,18.54,4.14,53.26,-2.14,-5.06,8.02,5.96,230.67,0.0
2012,6,12,1.68,240.1,16.18,265.98,15.61,4.52,53.96,-1.74,-3.93,8.26,6.46,251.85,0.0
2012,6,13,1.68,242.81,16.34,265.37,14.31,4.25,55.18,-2.31,-5.08,8.31,6.26,252.75,0.0
2012,6,14,1.7,264.16,16.62,260.17,41.3,4.99,58.59,-2.01,-2.59,8.75,6.6,232.27,0.0
2012,6,15,1.29,267.63,16.79,255.54,35.36,5.71,61.69,-0.92,-0.79,9.77,7.54,198.2,0.0
2012,6,16,1.47,261.75,17.61,259.2,23.73,5.56,58.25,0.41,-1.23,10.16,8.4,227.8,0.0
2012,6,17,1.35,261.99,18.09,263.25,24.39,5.33,54.37,1.39,-1.79,10.21,8.71,237.28,0.0
2012,6,18,1.46,270.39,18.45,260.79,29.69,5.73,58.4,1.15,-1.08,10.49,9.07,227.45,0.38
2012,6,19,1.41,269.4,17.11,256.24,35.5,5.98,62.72,-0.08,-0.23,9.65,8.1,214.15,0.05
2012,6,20,1.49,282.83,17.47,255.15,56.49,6.0,61.36,1.43,-0.18,10.33,8.42,213.32,0.0
2012,6,21,1.39,283.1,16.16,257.26,46.08,6.0,61.61,2.41,-0.07,10.14,7.87,189.4,0.0
2012,6,22,1.25,278.94,14.89,259.75,34.09,5.98,62.41,1.57,-0.23,9.41,7.19,196.08,2.41
2012,6,23,1.85,277.49,15.55,264.07,30.4,5.96,64.62,1.39,-0.19,9.48,7.25,202.56,0.72
2012,6,24,1.72,280.61,15.7,262.99,43.69,5.62,62.36,-0.91,-0.95,9.31,6.91,160.45,0.23
2012,6,25,1.19,287.46,14.49,253.5,39.77,5.68,63.28,0.28,-0.79,9.15,6.62,160.78,0.12
2012,6,26,1.48,275.35,14.45,259.47,46.07,5.67,65.28,-0.22,-0.83,8.46,6.2,178.92,0.26
2012,6,27,1.57,276.36,15.4,260.27,33.72,5.46,62.73,-0.88,-1.34,9.16,6.5,190.51,0.05
2012,6,28,1.19,259.52,16.25,261.95,23.19,5.53,62.92,-0.7,-1.19,9.38,7.04,220.5,0.0
2012,6,29,1.29,253.62,16.33,261.35,15.51,4.63,57.36,-2.07,-3.75,8.9,6.52,237.27,0.0
2012,6,30,1.57,242.71,16.26,264.34,13.58,4.52,57.42,-2.27,-4.01,8.69,6.27,249.9,0.0
2012,7,1,1.64,270.76,14.45,258.13,30.69,5.63,65.41,-0.43,-0.92,8.28,6.28,205.86,0.0
2012,7,2,1.47,258.83,16.6,262.5,15.43,5.09,60.32,-1.31,-2.36,9.47,6.86,239.69,0.0
2012,7,3,1.32,252.04,16.7,269.61,24.38,4.7,56.85,-1.52,-3.62,9.58,6.87,232.53,0.0
2012,7,4,1.48,255.7,17.33,267.99,20.1,5.23,56.96,-1.12,-2.12,9.97,7.69,233.68,0.03
2012,7,5,1.64,253.26,17.08,268.78,23.01,5.38,57.09,1.26,-1.79,10.16,8.19,220.96,0.0
2012,7,6,1.69,267.47,16.7,263.0,27.12,5.54,59.37,0.69,-1.25,9.92,7.77,202.05,0.0
2012,7,7,2.04,286.94,15.82,257.78,42.48,5.97,65.36,0.74,-0.16,9.13,7.17,179.08,0.0
2012,7,8,2.22,289.63,15.54,253.02,39.7,5.79,63.52,-0.14,-0.54,9.3,7.06,175.43,0.05
2012,7,9,1.87,273.39,16.05,249.42,28.52,5.87,65.03,-0.37,-0.35,9.41,7.1,190.11,0.0
2012,7,10,2.14,247.07,17.36,270.28,15.38,4.7,57.14,-0.37,-3.63,9.56,7.05,254.59,0.0
2012,7,11,1.23,252.88,17.5,269.26,22.84,3.63,46.8,-2.64,-7.1,9.28,6.85,254.49,0.0
2012,7,12,1.24,233.48,18.78,276.3,12.11,2.99,39.36,-1.08,-10.78,9.42,7.43,259.29,0.0
2012,7,13,1.79,237.39,17.1,276.32,10.74,4.52,57.73,-1.85,-4.3,9.08,6.4,265.9,0.0
2012,7,14,1.96,235.57,16.42,275.17,9.28,4.18,53.66,-2.37,-5.17,8.78,6.32,265.11,0.0
2012,7,15,1.76,254.38,17.77,264.93,18.51,4.34,49.84,-0.31,-4.69,10.44,7.71,250.72,0.0
2012,7,16,1.72,247.2,17.49,264.6,17.25,4.68,52.47,-1.47,-3.62,10.15,7.62,249.03,0.0
